trial_id,AE_label_raw,event_category,is_any_ae,is_serious_ae,is_fatal,is_ae_leading_to_discontinuation,is_aesi,arm_label,arm_role,arm_total_n,n_with_event,percent_with_event,label_raw,ae_canonical,ae_family,is_summary,summary_type,drug_name,is_clinical_dose,include_in_plot,dose_mg,route,frequency
NCT01272219,Gastroesophageal reflux disease,Serious adverse events in ≥0.2% of patients,False,True,False,False,False,Liraglutide,treatment,2481,0.0,0.0,Gastroesophageal reflux disease,Gastroesophageal reflux disease,Gastroesophageal reflux disease,False,,Liraglutide,True,True,,SC,QD
NCT01272219,Gastroesophageal reflux disease,Serious adverse events in ≥0.2% of patients,False,True,False,False,False,Placebo,control,1242,2.0,0.2,Gastroesophageal reflux disease,Gastroesophageal reflux disease,Gastroesophageal reflux disease,False,,Liraglutide,False,False,,,
NCT01272219,Bronchitis,Serious adverse events in ≥0.2% of patients,False,True,False,False,False,Liraglutide,treatment,2481,0.0,0.0,Bronchitis,Bronchitis,Bronchitis,False,,Liraglutide,True,True,,SC,QD
NCT01272219,Bronchitis,Serious adverse events in ≥0.2% of patients,False,True,False,False,False,Placebo,control,1242,2.0,0.2,Bronchitis,Bronchitis,Bronchitis,False,,Liraglutide,False,False,,,
NCT01272219,Bladder prolapse,Serious adverse events in ≥0.2% of patients,False,True,False,False,False,Liraglutide,treatment,2481,0.0,0.0,Bladder prolapse,Bladder prolapse,Pelvic organ prolapse,False,,Liraglutide,True,True,,SC,QD
NCT01272219,Bladder prolapse,Serious adverse events in ≥0.2% of patients,False,True,False,False,False,Placebo,control,1242,2.0,0.2,Bladder prolapse,Bladder prolapse,Pelvic organ prolapse,False,,Liraglutide,False,False,,,
NCT01272219,Chest pain,Serious adverse events in ≥0.2% of patients,False,True,False,False,False,Liraglutide,treatment,2481,0.0,0.0,Chest pain,Chest pain,Chest pain,False,,Liraglutide,True,True,,SC,QD
NCT01272219,Chest pain,Serious adverse events in ≥0.2% of patients,False,True,False,False,False,Placebo,control,1242,3.0,0.2,Chest pain,Chest pain,Chest pain,False,,Liraglutide,False,False,,,
NCT03495102,Nausea,TEAEs occurring in ≥5% patients in any group,True,False,False,True,False,DU 1.5 mg,treatment,612,87.0,14.2,Nausea,Nausea,Nausea,False,,Dulaglutide,True,True,1.5,SC,QW
NCT03495102,Nausea,TEAEs occurring in ≥5% patients in any group,True,False,False,True,False,DU 3.0 mg,treatment,616,99.0,16.1,Nausea,Nausea,Nausea,False,,Dulaglutide,True,True,3.0,SC,QW
NCT03495102,Nausea,TEAEs occurring in ≥5% patients in any group,True,False,False,True,False,DU 4.5 mg,treatment,614,106.0,17.3,Nausea,Nausea,Nausea,False,,Dulaglutide,True,True,4.5,SC,QW
NCT03495102,Diarrhea,TEAEs occurring in ≥5% patients in any group,True,False,False,True,False,DU 1.5 mg,treatment,612,47.0,7.7,Diarrhea,Diarrhea,Diarrhea,False,,Dulaglutide,True,True,1.5,SC,QW
NCT03495102,Diarrhea,TEAEs occurring in ≥5% patients in any group,True,False,False,True,False,DU 3.0 mg,treatment,616,74.0,12.0,Diarrhea,Diarrhea,Diarrhea,False,,Dulaglutide,True,True,3.0,SC,QW
NCT03495102,Diarrhea,TEAEs occurring in ≥5% patients in any group,True,False,False,True,False,DU 4.5 mg,treatment,614,71.0,11.6,Diarrhea,Diarrhea,Diarrhea,False,,Dulaglutide,True,True,4.5,SC,QW
NCT03495102,Vomiting,TEAEs occurring in ≥5% patients in any group,True,False,False,True,False,DU 1.5 mg,treatment,612,39.0,6.4,Vomiting,Vomiting,Vomiting,False,,Dulaglutide,True,True,1.5,SC,QW
NCT03495102,Vomiting,TEAEs occurring in ≥5% patients in any group,True,False,False,True,False,DU 3.0 mg,treatment,616,56.0,9.1,Vomiting,Vomiting,Vomiting,False,,Dulaglutide,True,True,3.0,SC,QW
NCT03495102,Vomiting,TEAEs occurring in ≥5% patients in any group,True,False,False,True,False,DU 4.5 mg,treatment,614,62.0,10.1,Vomiting,Vomiting,Vomiting,False,,Dulaglutide,True,True,4.5,SC,QW
NCT03495102,Nasopharyngitis,TEAEs occurring in ≥5% patients in any group,True,False,False,False,False,DU 1.5 mg,treatment,612,28.0,4.6,Nasopharyngitis,Nasopharyngitis,Nasopharyngitis,False,,Dulaglutide,True,True,1.5,SC,QW
NCT03495102,Nasopharyngitis,TEAEs occurring in ≥5% patients in any group,True,False,False,False,False,DU 3.0 mg,treatment,616,32.0,5.2,Nasopharyngitis,Nasopharyngitis,Nasopharyngitis,False,,Dulaglutide,True,True,3.0,SC,QW
NCT03495102,Nasopharyngitis,TEAEs occurring in ≥5% patients in any group,True,False,False,False,False,DU 4.5 mg,treatment,614,38.0,6.2,Nasopharyngitis,Nasopharyngitis,Nasopharyngitis,False,,Dulaglutide,True,True,4.5,SC,QW
NCT03495102,Dyspepsia,TEAEs occurring in ≥5% patients in any group,True,False,False,True,False,DU 1.5 mg,treatment,612,17.0,2.8,Dyspepsia,Dyspepsia,Dyspepsia,False,,Dulaglutide,True,True,1.5,SC,QW
NCT03495102,Dyspepsia,TEAEs occurring in ≥5% patients in any group,True,False,False,True,False,DU 3.0 mg,treatment,616,31.0,5.0,Dyspepsia,Dyspepsia,Dyspepsia,False,,Dulaglutide,True,True,3.0,SC,QW
NCT03495102,Dyspepsia,TEAEs occurring in ≥5% patients in any group,True,False,False,True,False,DU 4.5 mg,treatment,614,17.0,2.8,Dyspepsia,Dyspepsia,Dyspepsia,False,,Dulaglutide,True,True,4.5,SC,QW
NCT03495102,Acute pancreatitis,Adjudication confirmed,True,True,False,False,True,DU 1.5 mg,treatment,612,1.0,0.2,Acute pancreatitis,Acute pancreatitis,Pancreatitis,False,,Dulaglutide,True,True,1.5,SC,QW
NCT03495102,Acute pancreatitis,Adjudication confirmed,True,True,False,False,True,DU 3.0 mg,treatment,616,2.0,0.3,Acute pancreatitis,Acute pancreatitis,Pancreatitis,False,,Dulaglutide,True,True,3.0,SC,QW
NCT03495102,Acute pancreatitis,Adjudication confirmed,True,True,False,False,True,DU 4.5 mg,treatment,614,3.0,0.5,Acute pancreatitis,Acute pancreatitis,Pancreatitis,False,,Dulaglutide,True,True,4.5,SC,QW
NCT03495102,CV events,Adjudication confirmed,True,True,False,False,True,DU 1.5 mg,treatment,612,2.0,0.3,CV events,Cardiovascular events,Cardiovascular events,True,other_summary,Dulaglutide,True,True,1.5,SC,QW
NCT03495102,CV events,Adjudication confirmed,True,True,False,False,True,DU 3.0 mg,treatment,616,8.0,1.3,CV events,Cardiovascular events,Cardiovascular events,True,other_summary,Dulaglutide,True,True,3.0,SC,QW
NCT03495102,CV events,Adjudication confirmed,True,True,False,False,True,DU 4.5 mg,treatment,614,5.0,0.8,CV events,Cardiovascular events,Cardiovascular events,True,other_summary,Dulaglutide,True,True,4.5,SC,QW
NCT03495102,Gallbladder-related events,Gallbladder-related events,True,False,False,False,True,DU 1.5 mg,treatment,612,9.0,1.5,Gallbladder-related events,Gallbladder-related events,Gallbladder-related events,True,other_summary,Dulaglutide,True,True,1.5,SC,QW
NCT03495102,Gallbladder-related events,Gallbladder-related events,True,False,False,False,True,DU 3.0 mg,treatment,616,11.0,1.8,Gallbladder-related events,Gallbladder-related events,Gallbladder-related events,True,other_summary,Dulaglutide,True,True,3.0,SC,QW
NCT03495102,Gallbladder-related events,Gallbladder-related events,True,False,False,False,True,DU 4.5 mg,treatment,614,10.0,1.6,Gallbladder-related events,Gallbladder-related events,Gallbladder-related events,True,other_summary,Dulaglutide,True,True,4.5,SC,QW
NCT03495102,Acute renal events,Acute renal events,True,False,False,False,True,DU 1.5 mg,treatment,612,6.0,1.0,Acute renal events,Acute kidney injury,Renal impairment,False,,Dulaglutide,True,True,1.5,SC,QW
NCT03495102,Acute renal events,Acute renal events,True,False,False,False,True,DU 3.0 mg,treatment,616,6.0,1.0,Acute renal events,Acute kidney injury,Renal impairment,False,,Dulaglutide,True,True,3.0,SC,QW
NCT03495102,Acute renal events,Acute renal events,True,False,False,False,True,DU 4.5 mg,treatment,614,5.0,0.8,Acute renal events,Acute kidney injury,Renal impairment,False,,Dulaglutide,True,True,4.5,SC,QW
NCT03495102,Documented hypoglycemia (<54 mg/dL),Hypoglycemia,True,False,False,False,True,DU 1.5 mg,treatment,612,8.0,1.3,Documented hypoglycemia (<54 mg/dL),Hypoglycemia (<54 mg/dL),Hypoglycemia,False,,Dulaglutide,True,True,1.5,SC,QW
NCT03495102,Documented hypoglycemia (<54 mg/dL),Hypoglycemia,True,False,False,False,True,DU 3.0 mg,treatment,616,2.0,0.3,Documented hypoglycemia (<54 mg/dL),Hypoglycemia (<54 mg/dL),Hypoglycemia,False,,Dulaglutide,True,True,3.0,SC,QW
NCT03495102,Documented hypoglycemia (<54 mg/dL),Hypoglycemia,True,False,False,False,True,DU 4.5 mg,treatment,614,7.0,1.1,Documented hypoglycemia (<54 mg/dL),Hypoglycemia (<54 mg/dL),Hypoglycemia,False,,Dulaglutide,True,True,4.5,SC,QW
NCT03495102,Severe hypoglycemia,Hypoglycemia,True,True,False,False,True,DU 1.5 mg,treatment,612,1.0,0.2,Severe hypoglycemia,Severe hypoglycemia,Hypoglycemia,False,,Dulaglutide,True,True,1.5,SC,QW
NCT03495102,Severe hypoglycemia,Hypoglycemia,True,True,False,False,True,DU 3.0 mg,treatment,616,0.0,0.0,Severe hypoglycemia,Severe hypoglycemia,Hypoglycemia,False,,Dulaglutide,True,True,3.0,SC,QW
NCT03495102,Severe hypoglycemia,Hypoglycemia,True,True,False,False,True,DU 4.5 mg,treatment,614,1.0,0.2,Severe hypoglycemia,Severe hypoglycemia,Hypoglycemia,False,,Dulaglutide,True,True,4.5,SC,QW
NCT03548935,Any adverse event,Adverse events reported in ≥10% of participants,True,False,False,False,False,Semaglutide,treatment,1306,1171.0,89.7,Any adverse event,Any adverse event,Any adverse event,True,any_ae,Semaglutide,True,True,,SC,QW
NCT03548935,Any adverse event,Adverse events reported in ≥10% of participants,True,False,False,False,False,Placebo,control,655,566.0,86.4,Any adverse event,Any adverse event,Any adverse event,True,any_ae,Semaglutide,False,False,,,
NCT03548935,Serious adverse events,Adverse events reported in ≥10% of participants,False,True,False,False,False,Semaglutide,treatment,1306,128.0,9.8,Serious adverse events,Serious adverse events,Serious adverse events,True,serious_ae,Semaglutide,True,True,,SC,QW
NCT03548935,Serious adverse events,Adverse events reported in ≥10% of participants,False,True,False,False,False,Placebo,control,655,42.0,6.4,Serious adverse events,Serious adverse events,Serious adverse events,True,serious_ae,Semaglutide,False,False,,,
NCT03548935,Adverse events leading to discontinuation of drug or placebo,Adverse events reported in ≥10% of participants,False,False,False,True,False,Semaglutide,treatment,1306,92.0,7.0,Adverse events leading to discontinuation of drug or placebo,Adverse events leading to discontinuation,Adverse event leading to discontinuation,True,ae_leading_to_discontinuation,Semaglutide,True,True,,SC,QW
NCT03548935,Adverse events leading to discontinuation of drug or placebo,Adverse events reported in ≥10% of participants,False,False,False,True,False,Placebo,control,655,20.0,3.1,Adverse events leading to discontinuation of drug or placebo,Adverse events leading to discontinuation,Adverse event leading to discontinuation,True,ae_leading_to_discontinuation,Semaglutide,False,False,,,
NCT03548935,Gastrointestinal disorders,Adverse events reported in ≥10% of participants,False,False,False,True,False,Semaglutide,treatment,1306,59.0,4.5,Gastrointestinal disorders,Gastrointestinal disorders,Gastrointestinal disorders,True,other_summary,Semaglutide,True,True,,SC,QW
NCT03548935,Gastrointestinal disorders,Adverse events reported in ≥10% of participants,False,False,False,True,False,Placebo,control,655,5.0,0.8,Gastrointestinal disorders,Gastrointestinal disorders,Gastrointestinal disorders,True,other_summary,Semaglutide,False,False,,,
NCT03548935,Fatal events,Adverse events reported in ≥10% of participants,False,False,True,False,False,Semaglutide,treatment,1306,1.0,0.1,Fatal events,Fatal adverse events,Fatal adverse events,True,fatal_ae,Semaglutide,True,True,,SC,QW
NCT03548935,Fatal events,Adverse events reported in ≥10% of participants,False,False,True,False,False,Placebo,control,655,1.0,0.2,Fatal events,Fatal adverse events,Fatal adverse events,True,fatal_ae,Semaglutide,False,False,,,
NCT03548935,Nausea,Adverse events reported in ≥10% of participants,True,False,False,False,False,Semaglutide,treatment,1306,577.0,44.2,Nausea,Nausea,Nausea,False,,Semaglutide,True,True,,SC,QW
NCT03548935,Nausea,Adverse events reported in ≥10% of participants,True,False,False,False,False,Placebo,control,655,114.0,17.4,Nausea,Nausea,Nausea,False,,Semaglutide,False,False,,,
NCT03548935,Diarrhea,Adverse events reported in ≥10% of participants,True,False,False,False,False,Semaglutide,treatment,1306,412.0,31.5,Diarrhea,Diarrhea,Diarrhea,False,,Semaglutide,True,True,,SC,QW
NCT03548935,Diarrhea,Adverse events reported in ≥10% of participants,True,False,False,False,False,Placebo,control,655,104.0,15.9,Diarrhea,Diarrhea,Diarrhea,False,,Semaglutide,False,False,,,
NCT03548935,Vomiting,Adverse events reported in ≥10% of participants,True,False,False,False,False,Semaglutide,treatment,1306,324.0,24.8,Vomiting,Vomiting,Vomiting,False,,Semaglutide,True,True,,SC,QW
NCT03548935,Vomiting,Adverse events reported in ≥10% of participants,True,False,False,False,False,Placebo,control,655,43.0,6.6,Vomiting,Vomiting,Vomiting,False,,Semaglutide,False,False,,,
NCT03548935,Constipation,Adverse events reported in ≥10% of participants,True,False,False,False,False,Semaglutide,treatment,1306,306.0,23.4,Constipation,Constipation,Constipation,False,,Semaglutide,True,True,,SC,QW
NCT03548935,Constipation,Adverse events reported in ≥10% of participants,True,False,False,False,False,Placebo,control,655,62.0,9.5,Constipation,Constipation,Constipation,False,,Semaglutide,False,False,,,
NCT03548935,Nasopharyngitis,Adverse events reported in ≥10% of participants,True,False,False,False,False,Semaglutide,treatment,1306,281.0,21.5,Nasopharyngitis,Nasopharyngitis,Nasopharyngitis,False,,Semaglutide,True,True,,SC,QW
NCT03548935,Nasopharyngitis,Adverse events reported in ≥10% of participants,True,False,False,False,False,Placebo,control,655,133.0,20.3,Nasopharyngitis,Nasopharyngitis,Nasopharyngitis,False,,Semaglutide,False,False,,,
NCT03548935,Headache,Adverse events reported in ≥10% of participants,True,False,False,False,False,Semaglutide,treatment,1306,198.0,15.2,Headache,Headache,Headache,False,,Semaglutide,True,True,,SC,QW
NCT03548935,Headache,Adverse events reported in ≥10% of participants,True,False,False,False,False,Placebo,control,655,80.0,12.2,Headache,Headache,Headache,False,,Semaglutide,False,False,,,
NCT03548935,Dyspepsia,Adverse events reported in ≥10% of participants,True,False,False,False,False,Semaglutide,treatment,1306,135.0,10.3,Dyspepsia,Dyspepsia,Dyspepsia,False,,Semaglutide,True,True,,SC,QW
NCT03548935,Dyspepsia,Adverse events reported in ≥10% of participants,True,False,False,False,False,Placebo,control,655,23.0,3.5,Dyspepsia,Dyspepsia,Dyspepsia,False,,Semaglutide,False,False,,,
